0.2,2.3,1.0,1.0,Junior
0.8,3.1,0.2,1.1,Junior
0.2,2.5,0.6,1.6,Junior
0.1,2.9,0.3,1.2,Junior
0.1,2.8,0.2,0.1,Junior
0.4,1.9,0.5,0.5,Junior
0.7,0.1,1.9,1.5,Junior
1.0,4.4,1.6,1.4,Junior
0.8,3.0,1.4,1.7,Junior
0.5,1.2,1.8,1.4,Junior
0.1,1.2,1.1,0.8,Junior
0.8,0.4,0.5,0.2,Junior
0.1,3.1,1.7,0.8,Junior
1.0,4.4,1.1,0.8,Junior
0.5,4.9,0.9,1.9,Junior
0.9,3.9,2.0,1.0,Junior
0.7,0.2,1.7,2.0,Junior
0.5,2.6,2.0,0.4,Junior
0.4,0.1,0.3,1.7,Junior
0.6,3.6,0.9,1.1,Junior
0.7,1.3,0.4,0.2,Junior
1.0,1.6,0.7,1.9,Junior
0.1,3.7,1.3,0.9,Junior
1.0,3.4,1.4,1.0,Junior
0.8,1.3,0.6,0.6,Junior
0.1,1.2,1.9,0.2,Junior
1.0,4.7,1.7,0.9,Junior
0.6,0.8,0.9,0.4,Junior
0.7,1.9,1.6,0.3,Junior
0.5,4.2,0.9,0.2,Junior
0.7,4.9,1.1,0.9,Junior
0.9,2.2,0.5,1.2,Junior
0.7,3.5,1.5,0.1,Junior
0.2,1.8,1.3,2.0,Junior
0.7,4.4,1.9,2.0,Junior
0.3,4.2,0.1,0.9,Junior
1.0,4.9,0.8,1.6,Junior
0.3,0.9,1.1,1.9,Junior
0.2,0.2,1.5,0.4,Junior
0.5,0.5,1.3,1.2,Junior
0.3,2.7,0.6,0.4,Junior
0.5,4.1,0.1,0.1,Junior
0.9,2.1,1.0,0.5,Junior
0.8,2.9,0.3,1.2,Junior
0.3,0.7,0.5,1.4,Junior
0.8,1.4,0.3,1.3,Junior
0.3,5.0,0.6,1.0,Junior
0.5,1.9,0.8,1.2,Junior
0.4,0.9,0.4,1.4,Junior
1.0,4.0,0.8,0.3,Junior
2.3,7.3,3.1,3.2,Pleno
2.6,7.1,3.2,3.3,Pleno
2.5,6.5,3.6,3.9,Pleno
2.1,7.4,3.1,3.5,Pleno
2.3,6.9,3.3,3.7,Pleno
2.6,7.9,3.8,3.7,Pleno
2.2,8.3,3.9,3.9,Pleno
2.8,6.6,3.6,3.5,Pleno
2.4,7.6,3.5,4.0,Pleno
2.1,6.3,3.2,3.2,Pleno
2.4,6.5,3.9,3.1,Pleno
2.7,7.5,3.7,3.2,Pleno
2.7,7.1,3.2,3.1,Pleno
2.3,7.8,3.7,3.2,Pleno
2.9,7.1,3.7,3.3,Pleno
2.5,8.6,3.6,3.6,Pleno
2.8,8.4,3.1,3.1,Pleno
2.5,6.1,3.4,3.6,Pleno
2.2,7.2,3.5,3.6,Pleno
2.9,8.1,3.7,3.6,Pleno
2.2,6.3,3.8,3.6,Pleno
2.2,7.2,3.6,3.1,Pleno
2.4,7.9,3.7,3.8,Pleno
2.4,8.2,3.7,3.8,Pleno
2.1,8.4,3.8,3.5,Pleno
3.0,7.9,3.5,3.9,Pleno
2.1,6.4,3.2,3.8,Pleno
2.8,6.1,3.1,3.1,Pleno
2.5,7.8,3.6,3.9,Pleno
2.9,6.7,3.3,3.5,Pleno
2.3,7.2,3.9,3.7,Pleno
2.2,7.3,3.6,3.7,Pleno
2.7,7.6,3.5,3.9,Pleno
2.7,6.1,4.0,3.6,Pleno
2.4,8.1,3.2,4.0,Pleno
2.8,7.4,3.1,3.8,Pleno
2.1,6.3,3.5,3.5,Pleno
2.1,6.9,4.0,3.8,Pleno
2.4,7.7,3.1,3.3,Pleno
2.1,6.8,3.2,3.9,Pleno
2.2,7.8,3.5,3.3,Pleno
2.8,7.2,3.8,3.3,Pleno
2.4,6.8,3.1,3.8,Pleno
2.1,8.8,3.3,3.7,Pleno
2.5,7.5,3.5,3.7,Pleno
2.7,9.0,3.7,4.0,Pleno
2.5,8.9,3.7,3.9,Pleno
2.5,6.6,3.2,3.9,Pleno
2.8,8.4,3.2,3.1,Pleno
2.1,8.2,3.2,3.9,Pleno
8.1,10.4,5.9,7.8,Senior
8.4,19.3,6.4,6.8,Senior
9.7,18.1,6.6,5.6,Senior
9.0,10.1,10.0,6.2,Senior
5.2,10.9,9.5,9.9,Senior
7.1,19.0,10.0,6.3,Senior
7.7,13.7,7.9,6.6,Senior
8.4,12.6,9.1,5.4,Senior
8.8,12.2,6.1,6.8,Senior
4.4,16.0,6.3,9.6,Senior
6.5,16.0,7.1,6.3,Senior
9.5,16.6,5.7,5.7,Senior
9.0,13.1,7.5,7.9,Senior
4.7,12.1,6.1,6.8,Senior
6.0,17.6,9.7,6.9,Senior
7.0,15.4,9.4,7.7,Senior
7.4,10.9,6.5,5.8,Senior
9.2,18.2,9.3,6.6,Senior
8.2,19.2,9.9,9.6,Senior
9.6,18.5,9.2,8.8,Senior
5.6,11.8,5.6,8.8,Senior
4.5,19.0,6.0,6.2,Senior
5.3,14.2,6.1,9.7,Senior
8.0,14.6,9.9,6.8,Senior
6.9,16.2,9.6,9.9,Senior
5.9,17.3,5.2,8.2,Senior
6.4,17.8,6.2,7.2,Senior
6.2,14.8,7.4,6.3,Senior
7.8,19.1,7.1,5.7,Senior
6.2,11.1,7.5,7.3,Senior
5.8,16.6,7.8,8.4,Senior
8.5,13.5,6.3,5.7,Senior
